run_id,feature,model_id,model_family,split_family,analysis_branch,replicate_id,fold_id,threshold,train_n,test_n,train_pos,train_neg,test_pos,test_neg,mcc,auroc,auprc,f1,precision,sensitivity,specificity,tp,tn,fp,fn
PLM_ESM2_LinearSVM_random_cv_R1_R10_sensplus_R08_fold3,ESM2_frozen_embedding,ESM2_LinearSVM,LinearSVM,random_cv_R1_R10,sensplus,R08,3,0.0,133,44,109,24,36,8,0.13608276348795434,0.6354166666666666,0.8912532796807552,0.8115942028985508,0.8484848484848485,0.7777777777777778,0.375,28,3,5,8
PLM_ESM2_LinearSVM_random_cv_R1_R10_sensplus_R08_fold4,ESM2_frozen_embedding,ESM2_LinearSVM,LinearSVM,random_cv_R1_R10,sensplus,R08,4,0.0,133,44,109,24,36,8,0.21134098610290408,0.6180555555555555,0.8881156478973976,0.8059701492537313,0.8709677419354839,0.75,0.5,27,4,4,9
PLM_ESM2_LinearSVM_random_cv_R1_R10_sensplus_R09_fold1,ESM2_frozen_embedding,ESM2_LinearSVM,LinearSVM,random_cv_R1_R10,sensplus,R09,1,0.0,132,45,108,24,37,8,0.08783783783783784,0.7567567567567568,0.942821111206634,0.8378378378378378,0.8378378378378378,0.8378378378378378,0.25,31,2,6,6
PLM_ESM2_LinearSVM_random_cv_R1_R10_sensplus_R09_fold2,ESM2_frozen_embedding,ESM2_LinearSVM,LinearSVM,random_cv_R1_R10,sensplus,R09,2,0.0,133,44,109,24,36,8,0.3728720488516333,0.7326388888888888,0.9256946419651861,0.8529411764705882,0.90625,0.8055555555555556,0.625,29,5,3,7
PLM_ESM2_LinearSVM_random_cv_R1_R10_sensplus_R09_fold3,ESM2_frozen_embedding,ESM2_LinearSVM,LinearSVM,random_cv_R1_R10,sensplus,R09,3,0.0,133,44,109,24,36,8,0.2721655269759087,0.8472222222222222,0.9660293097698884,0.8405797101449275,0.8787878787878788,0.8055555555555556,0.5,29,4,4,7
PLM_ESM2_LinearSVM_random_cv_R1_R10_sensplus_R09_fold4,ESM2_frozen_embedding,ESM2_LinearSVM,LinearSVM,random_cv_R1_R10,sensplus,R09,4,0.0,133,44,109,24,36,8,0.2782706909370396,0.65625,0.8878167743789399,0.8767123287671232,0.8648648648648649,0.8888888888888888,0.375,32,3,5,4
PLM_ESM2_LinearSVM_random_cv_R1_R10_sensplus_R10_fold1,ESM2_frozen_embedding,ESM2_LinearSVM,LinearSVM,random_cv_R1_R10,sensplus,R10,1,0.0,132,45,108,24,37,8,0.17087668565033,0.7094594594594594,0.9208045587980522,0.8333333333333334,0.8571428571428571,0.8108108108108109,0.375,30,3,5,7
PLM_ESM2_LinearSVM_random_cv_R1_R10_sensplus_R10_fold2,ESM2_frozen_embedding,ESM2_LinearSVM,LinearSVM,random_cv_R1_R10,sensplus,R10,2,0.0,133,44,109,24,36,8,0.3105295017040594,0.6388888888888888,0.8986128345885912,0.8181818181818182,0.9,0.75,0.625,27,5,3,9
PLM_ESM2_LinearSVM_random_cv_R1_R10_sensplus_R10_fold3,ESM2_frozen_embedding,ESM2_LinearSVM,LinearSVM,random_cv_R1_R10,sensplus,R10,3,0.0,133,44,109,24,36,8,0.05750546327852952,0.5173611111111112,0.8513548070958871,0.7575757575757576,0.8333333333333334,0.6944444444444444,0.375,25,3,5,11
PLM_ESM2_LinearSVM_random_cv_R1_R10_sensplus_R10_fold4,ESM2_frozen_embedding,ESM2_LinearSVM,LinearSVM,random_cv_R1_R10,sensplus,R10,4,0.0,133,44,109,24,36,8,0.15609763526361567,0.8055555555555556,0.9541037031250199,0.8648648648648649,0.8421052631578947,0.8888888888888888,0.25,32,2,6,4
