run_id,replicate,analysis_branch,fold,feature_set,feature_count,model_key,score_type,scaler,class_weight,threshold_or_decision_rule,accuracy,f1,mcc,auroc,auprc,precision,sensitivity,specificity,precision,tp,tn,fp,fn,support,pos_n,neg_n
PILOT-R05-R03-core_only-AAC_reference-logistic_regression_l2-F3,R03,core_only,3,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7441860465116279,0.8307692307692308,0.36578220582351284,0.8214285714285714,0.961047783415418,0.9310344827586207,0.75,0.7142857142857143,0.9310344827586207,27,5,2,9,43,36,7
PILOT-R05-R03-core_only-AAC_reference-logistic_regression_l2-F4,R03,core_only,4,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7441860465116279,0.8253968253968254,0.44249738853409565,0.7777777777777778,0.9528064241395688,0.9629629629629629,0.7222222222222222,0.8571428571428571,0.9629629629629629,26,6,1,10,43,36,7
PILOT-R05-R04-core_only-AAC_reference-logistic_regression_l2-F1,R04,core_only,1,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6136363636363636,0.711864406779661,0.31068488300060004,0.7992277992277993,0.9523281598029363,0.9545454545454546,0.5675675675675675,0.8571428571428571,0.9545454545454546,21,6,1,16,44,37,7
PILOT-R05-R04-core_only-AAC_reference-logistic_regression_l2-F2,R04,core_only,2,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7045454545454546,0.8059701492537313,0.21134098610290408,0.6805555555555556,0.919419317992417,0.8709677419354839,0.75,0.5,0.8709677419354839,27,4,4,9,44,36,8
PILOT-R05-R04-core_only-AAC_reference-logistic_regression_l2-F3,R04,core_only,3,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7209302325581395,0.8,0.49559462778335206,0.8214285714285715,0.9664282356601942,1.0,0.6666666666666666,1.0,1.0,24,7,0,12,43,36,7
PILOT-R05-R04-core_only-AAC_reference-logistic_regression_l2-F4,R04,core_only,4,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6976744186046512,0.8059701492537313,0.14697408781305385,0.6349206349206349,0.9144655383270672,0.8709677419354839,0.75,0.42857142857142855,0.8709677419354839,27,3,4,9,43,36,7
PILOT-R05-R05-core_only-AAC_reference-logistic_regression_l2-F1,R05,core_only,1,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6818181818181818,0.7941176470588235,0.12690579427752563,0.7451737451737451,0.9477231707755351,0.8709677419354839,0.7297297297297297,0.42857142857142855,0.8709677419354839,27,3,4,10,44,37,7
PILOT-R05-R05-core_only-AAC_reference-logistic_regression_l2-F2,R05,core_only,2,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6136363636363636,0.7301587301587301,0.11001639366407491,0.6875,0.9252957886875405,0.8518518518518519,0.6388888888888888,0.5,0.8518518518518519,23,4,4,13,44,36,8
PILOT-R05-R05-core_only-AAC_reference-logistic_regression_l2-F3,R05,core_only,3,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6744186046511628,0.7878787878787878,0.1212135087055675,0.6428571428571428,0.9220971710983532,0.8666666666666667,0.7222222222222222,0.42857142857142855,0.8666666666666667,26,3,4,10,43,36,7
PILOT-R05-R05-core_only-AAC_reference-logistic_regression_l2-F4,R05,core_only,4,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7209302325581395,0.8064516129032258,0.4164888653176255,0.8293650793650794,0.967537822564999,0.9615384615384616,0.6944444444444444,0.8571428571428571,0.9615384615384616,25,6,1,11,43,36,7
PILOT-R05-R06-core_only-AAC_reference-logistic_regression_l2-F1,R06,core_only,1,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7272727272727273,0.8235294117647058,0.26309737838023606,0.7567567567567569,0.9534593931260518,0.9032258064516129,0.7567567567567568,0.5714285714285714,0.9032258064516129,28,4,3,9,44,37,7
PILOT-R05-R06-core_only-AAC_reference-logistic_regression_l2-F2,R06,core_only,2,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7272727272727273,0.8285714285714286,0.16617574758359693,0.5902777777777778,0.8851100551792421,0.8529411764705882,0.8055555555555556,0.375,0.8529411764705882,29,3,5,7,44,36,8
PILOT-R05-R06-core_only-AAC_reference-logistic_regression_l2-F3,R06,core_only,3,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7674418604651163,0.84375,0.4702908348966149,0.7738095238095238,0.9472841346762341,0.9642857142857143,0.75,0.8571428571428571,0.9642857142857143,27,6,1,9,43,36,7
PILOT-R05-R06-core_only-AAC_reference-logistic_regression_l2-F4,R06,core_only,4,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7906976744186046,0.8571428571428571,0.57282196186948,0.9047619047619048,0.9822601664290701,1.0,0.75,1.0,1.0,27,7,0,9,43,36,7
PILOT-R05-R07-core_only-AAC_reference-logistic_regression_l2-F1,R07,core_only,1,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6363636363636364,0.7419354838709677,0.24804048151753152,0.7335907335907336,0.9417250761204798,0.92,0.6216216216216216,0.7142857142857143,0.92,23,5,2,14,44,37,7
PILOT-R05-R07-core_only-AAC_reference-logistic_regression_l2-F2,R07,core_only,2,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7272727272727273,0.8235294117647058,0.24056261216234406,0.6458333333333334,0.9051227438224165,0.875,0.7777777777777778,0.5,0.875,28,4,4,8,44,36,8
PILOT-R05-R07-core_only-AAC_reference-logistic_regression_l2-F3,R07,core_only,3,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7209302325581395,0.8181818181818182,0.25837616329344654,0.7658730158730158,0.9465446649142469,0.9,0.75,0.5714285714285714,0.9,27,4,3,9,43,36,7
PILOT-R05-R07-core_only-AAC_reference-logistic_regression_l2-F4,R07,core_only,4,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6511627906976745,0.7368421052631579,0.4308202184276646,0.753968253968254,0.9525362212816961,1.0,0.5833333333333334,1.0,1.0,21,7,0,15,43,36,7
PILOT-R05-R08-core_only-AAC_reference-logistic_regression_l2-F1,R08,core_only,1,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6818181818181818,0.8055555555555556,-0.06651941818943974,0.583011583011583,0.9058016264342807,0.8285714285714286,0.7837837837837838,0.14285714285714285,0.8285714285714286,29,1,6,8,44,37,7
PILOT-R05-R08-core_only-AAC_reference-logistic_regression_l2-F2,R08,core_only,2,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6818181818181818,0.7741935483870968,0.3268602252303067,0.7326388888888888,0.9410483542165174,0.9230769230769231,0.6666666666666666,0.75,0.9230769230769231,24,6,2,12,44,36,8
PILOT-R05-R08-core_only-AAC_reference-logistic_regression_l2-F3,R08,core_only,3,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6976744186046512,0.7936507936507936,0.3121728151987113,0.7420634920634921,0.9518803269188014,0.9259259259259259,0.6944444444444444,0.7142857142857143,0.9259259259259259,25,5,2,11,43,36,7
PILOT-R05-R08-core_only-AAC_reference-logistic_regression_l2-F4,R08,core_only,4,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6511627906976745,0.7368421052631579,0.4308202184276646,0.7182539682539683,0.9450319440127865,1.0,0.5833333333333334,1.0,1.0,21,7,0,15,43,36,7
PILOT-R05-R09-core_only-AAC_reference-logistic_regression_l2-F1,R09,core_only,1,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7045454545454546,0.8115942028985508,0.1522038868295523,0.7104247104247104,0.93436661932499,0.875,0.7567567567567568,0.42857142857142855,0.875,28,3,4,9,44,37,7
PILOT-R05-R09-core_only-AAC_reference-logistic_regression_l2-F2,R09,core_only,2,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.75,0.835820895522388,0.3404938109435677,0.7013888888888888,0.9186970513228261,0.9032258064516129,0.7777777777777778,0.625,0.9032258064516129,28,5,3,8,44,36,8
PILOT-R05-R09-core_only-AAC_reference-logistic_regression_l2-F3,R09,core_only,3,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7441860465116279,0.8253968253968254,0.44249738853409565,0.7182539682539681,0.9381321133344848,0.9629629629629629,0.7222222222222222,0.8571428571428571,0.9629629629629629,26,6,1,10,43,36,7
PILOT-R05-R09-core_only-AAC_reference-logistic_regression_l2-F4,R09,core_only,4,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6744186046511628,0.7586206896551724,0.45133546692422005,0.8452380952380952,0.9704376032394664,1.0,0.6111111111111112,1.0,1.0,22,7,0,14,43,36,7
PILOT-R05-R10-core_only-AAC_reference-logistic_regression_l2-F1,R10,core_only,1,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6590909090909091,0.7692307692307693,0.18788455692040834,0.7065637065637065,0.9391641176155519,0.8928571428571429,0.6756756756756757,0.5714285714285714,0.8928571428571429,25,4,3,12,44,37,7
PILOT-R05-R10-core_only-AAC_reference-logistic_regression_l2-F2,R10,core_only,2,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7045454545454546,0.8059701492537313,0.21134098610290408,0.7604166666666667,0.9404911214465156,0.8709677419354839,0.75,0.5,0.8709677419354839,27,4,4,9,44,36,8
PILOT-R05-R10-core_only-AAC_reference-logistic_regression_l2-F3,R10,core_only,3,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.5581395348837209,0.6666666666666666,0.1787757368985547,0.5555555555555556,0.8575296368405121,0.9047619047619048,0.5277777777777778,0.7142857142857143,0.9047619047619048,19,5,2,17,43,36,7
PILOT-R05-R10-core_only-AAC_reference-logistic_regression_l2-F4,R10,core_only,4,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.813953488372093,0.8823529411764706,0.46334820431459367,0.8571428571428572,0.973900354083337,0.9375,0.8333333333333334,0.7142857142857143,0.9375,30,5,2,6,43,36,7
PILOT-R05-R01-sensplus-AAC_reference-logistic_regression_l2-F1,R01,sensplus,1,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6666666666666666,0.7692307692307693,0.23710497947597114,0.706081081081081,0.9359907952762907,0.8928571428571429,0.6756756756756757,0.625,0.8928571428571429,25,5,3,12,45,37,8
PILOT-R05-R01-sensplus-AAC_reference-logistic_regression_l2-F2,R01,sensplus,2,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6818181818181818,0.7741935483870968,0.3268602252303067,0.7395833333333333,0.9381717486643011,0.9230769230769231,0.6666666666666666,0.75,0.9230769230769231,24,6,2,12,44,36,8
PILOT-R05-R01-sensplus-AAC_reference-logistic_regression_l2-F3,R01,sensplus,3,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.5909090909090909,0.7096774193548387,0.0871627267280818,0.6180555555555556,0.8874808206173787,0.8461538461538461,0.6111111111111112,0.5,0.8461538461538461,22,4,4,14,44,36,8
PILOT-R05-R01-sensplus-AAC_reference-logistic_regression_l2-F4,R01,sensplus,4,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6818181818181818,0.7878787878787878,0.18401748249129446,0.6875,0.9216513595217217,0.8666666666666667,0.7222222222222222,0.5,0.8666666666666667,26,4,4,10,44,36,8
PILOT-R05-R02-sensplus-AAC_reference-logistic_regression_l2-F1,R02,sensplus,1,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7333333333333333,0.8285714285714286,0.24534987303147354,0.6841216216216217,0.9092443009516478,0.8787878787878788,0.7837837837837838,0.5,0.8787878787878788,29,4,4,8,45,37,8
PILOT-R05-R02-sensplus-AAC_reference-logistic_regression_l2-F2,R02,sensplus,2,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6590909090909091,0.7457627118644068,0.37536884705120904,0.7743055555555555,0.9475348459859829,0.9565217391304348,0.6111111111111112,0.875,0.9565217391304348,22,7,1,14,44,36,8
PILOT-R05-R02-sensplus-AAC_reference-logistic_regression_l2-F3,R02,sensplus,3,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.5681818181818182,0.6984126984126984,-0.011001639366407492,0.6006944444444444,0.899423682887113,0.8148148148148148,0.6111111111111112,0.375,0.8148148148148148,22,3,5,14,44,36,8
PILOT-R05-R02-sensplus-AAC_reference-logistic_regression_l2-F4,R02,sensplus,4,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.75,0.8405797101449275,0.2721655269759087,0.8125,0.9560803008921195,0.8787878787878788,0.8055555555555556,0.5,0.8787878787878788,29,4,4,7,44,36,8
PILOT-R05-R03-sensplus-AAC_reference-logistic_regression_l2-F1,R03,sensplus,1,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6222222222222222,0.7301587301587301,0.19090334147466106,0.7466216216216216,0.9422292428095997,0.8846153846153846,0.6216216216216216,0.625,0.8846153846153846,23,5,3,14,45,37,8
PILOT-R05-R03-sensplus-AAC_reference-logistic_regression_l2-F2,R03,sensplus,2,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6363636363636364,0.75,0.1336306209562122,0.625,0.9037039333251718,0.8571428571428571,0.6666666666666666,0.5,0.8571428571428571,24,4,4,12,44,36,8
PILOT-R05-R03-sensplus-AAC_reference-logistic_regression_l2-F3,R03,sensplus,3,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7045454545454546,0.7936507936507936,0.35205245972503973,0.7986111111111112,0.9519962207974477,0.9259259259259259,0.6944444444444444,0.75,0.9259259259259259,25,6,2,11,44,36,8
PILOT-R05-R03-sensplus-AAC_reference-logistic_regression_l2-F4,R03,sensplus,4,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7045454545454546,0.7936507936507936,0.35205245972503973,0.8020833333333334,0.9518391223965081,0.9259259259259259,0.6944444444444444,0.75,0.9259259259259259,25,6,2,11,44,36,8
PILOT-R05-R04-sensplus-AAC_reference-logistic_regression_l2-F1,R04,sensplus,1,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6222222222222222,0.711864406779661,0.3384933817212293,0.8243243243243243,0.9529187994573114,0.9545454545454546,0.5675675675675675,0.875,0.9545454545454546,21,7,1,16,45,37,8
PILOT-R05-R04-sensplus-AAC_reference-logistic_regression_l2-F2,R04,sensplus,2,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6363636363636364,0.7333333333333333,0.2797154638927579,0.6736111111111112,0.9205005177671648,0.9166666666666666,0.6111111111111112,0.75,0.9166666666666666,22,6,2,14,44,36,8
PILOT-R05-R04-sensplus-AAC_reference-logistic_regression_l2-F3,R04,sensplus,3,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7045454545454546,0.7936507936507936,0.35205245972503973,0.7465277777777778,0.9296033546667783,0.9259259259259259,0.6944444444444444,0.75,0.9259259259259259,25,6,2,11,44,36,8
PILOT-R05-R04-sensplus-AAC_reference-logistic_regression_l2-F4,R04,sensplus,4,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6136363636363636,0.7384615384615385,0.03390317518104052,0.6076388888888888,0.8926546031611338,0.8275862068965517,0.6666666666666666,0.375,0.8275862068965517,24,3,5,12,44,36,8
PILOT-R05-R05-sensplus-AAC_reference-logistic_regression_l2-F1,R05,sensplus,1,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6,0.7272727272727273,0.018888314015215117,0.7162162162162162,0.9351795105677683,0.8275862068965517,0.6486486486486487,0.375,0.8275862068965517,24,3,5,13,45,37,8
PILOT-R05-R05-sensplus-AAC_reference-logistic_regression_l2-F2,R05,sensplus,2,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6363636363636364,0.7419354838709677,0.20701147597919425,0.71875,0.9320998490207679,0.8846153846153846,0.6388888888888888,0.625,0.8846153846153846,23,5,3,13,44,36,8
PILOT-R05-R05-sensplus-AAC_reference-logistic_regression_l2-F3,R05,sensplus,3,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6590909090909091,0.7761194029850746,0.08218816126224048,0.625,0.9086950682672217,0.8387096774193549,0.7222222222222222,0.375,0.8387096774193549,26,3,5,10,44,36,8
PILOT-R05-R05-sensplus-AAC_reference-logistic_regression_l2-F4,R05,sensplus,4,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7045454545454546,0.7936507936507936,0.35205245972503973,0.7951388888888888,0.954325624534683,0.9259259259259259,0.6944444444444444,0.75,0.9259259259259259,25,6,2,11,44,36,8
PILOT-R05-R06-sensplus-AAC_reference-logistic_regression_l2-F1,R06,sensplus,1,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7333333333333333,0.8181818181818182,0.3831629414515067,0.7466216216216216,0.9468460157331635,0.9310344827586207,0.7297297297297297,0.75,0.9310344827586207,27,6,2,10,45,37,8
PILOT-R05-R06-sensplus-AAC_reference-logistic_regression_l2-F2,R06,sensplus,2,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6818181818181818,0.7941176470588235,0.10825317547305482,0.5902777777777778,0.8895525009151471,0.84375,0.75,0.375,0.84375,27,3,5,9,44,36,8
PILOT-R05-R06-sensplus-AAC_reference-logistic_regression_l2-F3,R06,sensplus,3,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7727272727272727,0.8484848484848485,0.43704152091682436,0.7048611111111112,0.9174816717314225,0.9333333333333333,0.7777777777777778,0.75,0.9333333333333333,28,6,2,8,44,36,8
PILOT-R05-R06-sensplus-AAC_reference-logistic_regression_l2-F4,R06,sensplus,4,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.75,0.8253968253968254,0.47307049275552215,0.8888888888888888,0.974019363879014,0.9629629629629629,0.7222222222222222,0.875,0.9629629629629629,26,7,1,10,44,36,8
PILOT-R05-R07-sensplus-AAC_reference-logistic_regression_l2-F1,R07,sensplus,1,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7333333333333333,0.8125,0.45085004798243705,0.8006756756756757,0.9536875617160872,0.9629629629629629,0.7027027027027027,0.875,0.9629629629629629,26,7,1,11,45,37,8
PILOT-R05-R07-sensplus-AAC_reference-logistic_regression_l2-F2,R07,sensplus,2,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.75,0.8405797101449275,0.2721655269759087,0.65625,0.908015495164376,0.8787878787878788,0.8055555555555556,0.5,0.8787878787878788,29,4,4,7,44,36,8
PILOT-R05-R07-sensplus-AAC_reference-logistic_regression_l2-F3,R07,sensplus,3,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7045454545454546,0.8059701492537313,0.21134098610290408,0.7361111111111112,0.9359688334863165,0.8709677419354839,0.75,0.5,0.8709677419354839,27,4,4,9,44,36,8
PILOT-R05-R07-sensplus-AAC_reference-logistic_regression_l2-F4,R07,sensplus,4,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6363636363636364,0.7142857142857143,0.43033148291193524,0.7534722222222222,0.9448002064825756,1.0,0.5555555555555556,1.0,1.0,20,8,0,16,44,36,8
PILOT-R05-R08-sensplus-AAC_reference-logistic_regression_l2-F1,R08,sensplus,1,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7111111111111111,0.8169014084507042,0.14125902401572996,0.7297297297297297,0.9335252317783187,0.8529411764705882,0.7837837837837838,0.375,0.8529411764705882,29,3,5,8,45,37,8
PILOT-R05-R08-sensplus-AAC_reference-logistic_regression_l2-F2,R08,sensplus,2,AAC_reference,20,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6590909090909091,0.7540983606557377,0.30281331944409007,0.7395833333333334,0.940318108719215,0.92,0.6388888888888888,0.75,0.92,23,6,2,13,44,36,8
